id,kind,red,n,p,nodos,variante,repeticion,estado,T_Total,T_Dist,T_Scatter,T_Bcast,T_Summa,T_Calc,T_Gather,Checksum,WSum,Hash,Valido,pared_s,tx_mb_total,rx_mb_total,log,inicio,reparto,T_CalcMax,T_CalcMin,T_Reduce,Desbalance,Error,Pi
matriz_Wi-Fi_3072_24_1_1d-hier_1,matriz,Wi-Fi,3072,24,1,1d-hier,1,ok,0.618796,0.204870,0.026634,0.202529,0.000000,0.436305,0.084016,22083010.24,4.748730e+11,,,1.7585,0.0,0.0035,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_24_1_1d-hier_1.log,2026-09-25T07:54:30.828030-05:00,24 por nodo,,,,,,
bcast_Ethernet_3072_16_1_world_1,bcast,Ethernet,3072,16,1,world,1,ok,,,,0.115645,,,,,,1814438071394838832,1,1.0966,0.0002,0.0003,resultados_optimizacion/20260925_074354/logs/bcast_Ethernet_3072_16_1_world_1.log,2026-09-25T07:54:32.596968-05:00,16 por nodo,,,,,,
matriz_Wi-Fi_3072_96_4_1d-hier_1,matriz,Wi-Fi,3072,96,4,1d-hier,1,ok,51.594660,44.267116,10.406646,40.272313,0.000000,0.150437,30.749531,22083010.24,4.748730e+11,,,57.6038,342.9091,360.4731,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_96_4_1d-hier_1.log,2026-09-25T07:54:33.698862-05:00,24 por nodo,,,,,,
matriz_Ethernet_3072_64_4_1d_1,matriz,Ethernet,3072,64,4,1d,1,ok,3.147138,2.550808,0.523536,2.485544,0.000000,0.114322,1.926574,22083010.24,4.748730e+11,,,5.9465,358.0176,357.871,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_64_4_1d_1.log,2026-09-25T07:55:31.311943-05:00,16 por nodo,,,,,,
matriz_Ethernet_3072_24_1_1d_1,matriz,Ethernet,3072,24,1,1d,1,ok,0.640233,0.220387,0.027220,0.214118,0.000000,0.454589,0.092231,22083010.24,4.748730e+11,,,1.913,0.0151,0.015,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_24_1_1d_1.log,2026-09-25T07:55:37.264294-05:00,24 por nodo,,,,,,
matriz_Ethernet_3072_24_1_1d-hier_1,matriz,Ethernet,3072,24,1,1d-hier,1,ok,0.690358,0.207621,0.025602,0.204415,0.000000,0.465013,0.153221,22083010.24,4.748730e+11,,,1.7417,0.01,0.0541,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_24_1_1d-hier_1.log,2026-09-25T07:55:39.204445-05:00,24 por nodo,,,,,,
matriz_Ethernet_3072_96_4_1d_1,matriz,Ethernet,3072,96,4,1d,1,ok,6.233285,6.042949,0.524379,5.603491,0.000000,0.137357,3.200449,22083010.24,4.748730e+11,,,9.2746,755.5173,755.5612,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_96_4_1d_1.log,2026-09-25T07:55:40.952233-05:00,24 por nodo,,,,,,
bcast_Wi-Fi_3072_16_4_hier_2,bcast,Wi-Fi,3072,16,4,hier,2,ok,,,,31.940442,,,,,,1814438071394838832,1,35.7191,228.0426,239.7368,resultados_optimizacion/20260925_074354/logs/bcast_Wi-Fi_3072_16_4_hier_2.log,2026-09-25T07:55:50.233575-05:00,4 por nodo,,,,,,
bcast_Wi-Fi_3072_16_4_world_2,bcast,Wi-Fi,3072,16,4,world,2,ok,,,,133.042611,,,,,,1814438071394838832,1,136.6091,1006.4714,1043.1003,resultados_optimizacion/20260925_074354/logs/bcast_Wi-Fi_3072_16_4_world_2.log,2026-09-25T07:56:25.978112-05:00,4 por nodo,,,,,,
matriz_Ethernet_3072_64_4_1d_2,matriz,Ethernet,3072,64,4,1d,2,ok,3.147924,2.577711,0.538926,2.507522,0.000000,0.114607,1.924771,22083010.24,4.748730e+11,,,5.9112,358.0022,357.8772,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_64_4_1d_2.log,2026-09-25T07:58:42.639098-05:00,16 por nodo,,,,,,
bcast_Ethernet_3072_16_4_hier_2,bcast,Ethernet,3072,16,4,hier,2,ok,,,,2.035162,,,,,,1814438071394838832,1,4.5719,238.3151,238.3334,resultados_optimizacion/20260925_074354/logs/bcast_Ethernet_3072_16_4_hier_2.log,2026-09-25T07:58:48.612231-05:00,4 por nodo,,,,,,
matriz_Ethernet_3072_24_1_1d_2,matriz,Ethernet,3072,24,1,1d,2,ok,0.648645,0.221174,0.026282,0.218683,0.000000,0.425818,0.111006,22083010.24,4.748730e+11,,,1.8362,0.0001,0.0002,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_24_1_1d_2.log,2026-09-25T07:58:53.253998-05:00,24 por nodo,,,,,,
bcast_Wi-Fi_3072_16_4_tuned-knomial_2,bcast,Wi-Fi,3072,16,4,tuned-knomial,2,ok,,,,29.650448,,,,,,1814438071394838832,1,32.9653,228.6166,240.0441,resultados_optimizacion/20260925_074354/logs/bcast_Wi-Fi_3072_16_4_tuned-knomial_2.log,2026-09-25T07:58:55.096191-05:00,4 por nodo,,,,,,
bcast_Ethernet_3072_16_4_world_2,bcast,Ethernet,3072,16,4,world,2,ok,,,,4.293832,,,,,,1814438071394838832,1,6.8737,1032.5434,1032.4349,resultados_optimizacion/20260925_074354/logs/bcast_Ethernet_3072_16_4_world_2.log,2026-09-25T07:59:28.067153-05:00,4 por nodo,,,,,,
matriz_Wi-Fi_3072_64_4_2d_2,matriz,Wi-Fi,3072,64,4,2d,2,ok,86.304863,15.984275,0.000000,0.000000,68.267785,0.077069,13.580634,22083010.24,4.748730e+11,,,90.0996,677.7441,688.936,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_64_4_2d_2.log,2026-09-25T07:59:34.944979-05:00,16 por nodo,,,,,,
bcast_Ethernet_3072_16_1_world_2,bcast,Ethernet,3072,16,1,world,2,ok,,,,0.126964,,,,,,1814438071394838832,1,1.1737,0.0101,0.006,resultados_optimizacion/20260925_074354/logs/bcast_Ethernet_3072_16_1_world_2.log,2026-09-25T08:01:05.101408-05:00,16 por nodo,,,,,,
bcast_Ethernet_3072_16_4_tuned-scatter_2,bcast,Ethernet,3072,16,4,tuned-scatter,2,ok,,,,4.009925,,,,,,1814438071394838832,1,6.5342,1032.4816,1032.4852,resultados_optimizacion/20260925_074354/logs/bcast_Ethernet_3072_16_4_tuned-scatter_2.log,2026-09-25T08:01:06.281674-05:00,4 por nodo,,,,,,
matriz_Wi-Fi_3072_24_1_1d_2,matriz,Wi-Fi,3072,24,1,1d,2,ok,0.670333,0.217531,0.026221,0.215077,0.000000,0.449951,0.104419,22083010.24,4.748730e+11,,,1.8874,0.0,0.0067,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_24_1_1d_2.log,2026-09-25T08:01:12.826340-05:00,24 por nodo,,,,,,
matriz_Ethernet_3072_24_1_1d-hier_2,matriz,Ethernet,3072,24,1,1d-hier,2,ok,0.677412,0.233066,0.026261,0.230796,0.000000,0.428267,0.100681,22083010.24,4.748730e+11,,,1.8016,0.0122,0.0042,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_24_1_1d-hier_2.log,2026-09-25T08:01:14.725313-05:00,24 por nodo,,,,,,
matriz_Ethernet_3072_64_4_2d_2,matriz,Ethernet,3072,64,4,2d,2,ok,5.491510,1.206621,0.000000,0.000000,4.243602,0.088241,0.802518,22083010.24,4.748730e+11,,,8.3429,678.1171,678.0995,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_64_4_2d_2.log,2026-09-25T08:01:16.532299-05:00,16 por nodo,,,,,,
matriz_Wi-Fi_3072_24_1_1d-hier_2,matriz,Wi-Fi,3072,24,1,1d-hier,2,ok,0.766984,0.237283,0.028507,0.229845,0.000000,0.530079,0.236967,22083010.24,4.748730e+11,,,1.9265,0.0002,0.0068,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_24_1_1d-hier_2.log,2026-09-25T08:01:24.890549-05:00,24 por nodo,,,,,,
matriz_Wi-Fi_3072_96_4_1d_2,matriz,Wi-Fi,3072,96,4,1d,2,ok,102.160084,96.590294,11.684108,88.904194,0.000000,0.207441,61.367827,22083010.24,4.748730e+11,,,106.1011,730.1153,761.2114,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_96_4_1d_2.log,2026-09-25T08:01:26.841187-05:00,24 por nodo,,,,,,
matriz_Wi-Fi_3072_64_4_1d_2,matriz,Wi-Fi,3072,64,4,1d,2,ok,48.975261,39.274337,9.545354,38.112645,0.000000,0.113042,29.132902,22083010.24,4.748730e+11,,,52.9307,343.0345,360.3371,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_64_4_1d_2.log,2026-09-25T08:03:12.948806-05:00,16 por nodo,,,,,,
bcast_Ethernet_3072_16_1_hier_2,bcast,Ethernet,3072,16,1,hier,2,ok,,,,0.124067,,,,,,1814438071394838832,1,1.277,0.0098,0.0028,resultados_optimizacion/20260925_074354/logs/bcast_Ethernet_3072_16_1_hier_2.log,2026-09-25T08:04:05.895065-05:00,16 por nodo,,,,,,
matriz_Ethernet_3072_96_4_1d_2,matriz,Ethernet,3072,96,4,1d,2,ok,6.256718,6.064782,0.531527,5.614776,0.000000,0.143167,3.190785,22083010.24,4.748730e+11,,,9.2593,755.2011,755.1889,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_96_4_1d_2.log,2026-09-25T08:04:07.191991-05:00,24 por nodo,,,,,,
matriz_Ethernet_3072_96_4_1d-hier_2,matriz,Ethernet,3072,96,4,1d-hier,2,ok,3.149514,2.677381,0.553355,2.433187,0.000000,0.142254,1.659147,22083010.24,4.748730e+11,,,6.2165,358.3875,358.3731,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_96_4_1d-hier_2.log,2026-09-25T08:04:16.460373-05:00,24 por nodo,,,,,,
bcast_Ethernet_3072_16_4_tuned-knomial_2,bcast,Ethernet,3072,16,4,tuned-knomial,2,ok,,,,1.976867,,,,,,1814438071394838832,1,4.5211,238.4492,238.4302,resultados_optimizacion/20260925_074354/logs/bcast_Ethernet_3072_16_4_tuned-knomial_2.log,2026-09-25T08:04:22.724973-05:00,4 por nodo,,,,,,
bcast_Wi-Fi_3072_16_4_tuned-scatter_2,bcast,Wi-Fi,3072,16,4,tuned-scatter,2,ok,,,,132.262676,,,,,,1814438071394838832,1,135.7756,1007.1638,1041.4975,resultados_optimizacion/20260925_074354/logs/bcast_Wi-Fi_3072_16_4_tuned-scatter_2.log,2026-09-25T08:04:27.278251-05:00,4 por nodo,,,,,,
matriz_Wi-Fi_3072_96_4_1d-hier_2,matriz,Wi-Fi,3072,96,4,1d-hier,2,ok,50.817269,43.517527,11.031809,39.322074,0.000000,0.146853,29.972274,22083010.24,4.748730e+11,,,55.619,342.9628,360.3352,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_96_4_1d-hier_2.log,2026-09-25T08:06:43.090419-05:00,24 por nodo,,,,,,
matriz_Ethernet_3072_64_4_1d_3,matriz,Ethernet,3072,64,4,1d,3,ok,3.147406,2.557276,0.516836,2.489048,0.000000,0.114819,1.901792,22083010.24,4.748730e+11,,,5.9914,358.0483,357.8519,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_64_4_1d_3.log,2026-09-25T08:07:38.793179-05:00,16 por nodo,,,,,,
bcast_Ethernet_3072_16_4_tuned-knomial_3,bcast,Ethernet,3072,16,4,tuned-knomial,3,ok,,,,1.974092,,,,,,1814438071394838832,1,4.486,238.5252,238.4497,resultados_optimizacion/20260925_074354/logs/bcast_Ethernet_3072_16_4_tuned-knomial_3.log,2026-09-25T08:07:44.887954-05:00,4 por nodo,,,,,,
matriz_Wi-Fi_3072_24_1_1d_3,matriz,Wi-Fi,3072,24,1,1d,3,ok,0.722138,0.239836,0.028203,0.234810,0.000000,0.498267,0.166231,22083010.24,4.748730e+11,,,1.9505,0.0,0.0058,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_24_1_1d_3.log,2026-09-25T08:07:49.440513-05:00,24 por nodo,,,,,,
matriz_Wi-Fi_3072_64_4_1d_3,matriz,Wi-Fi,3072,64,4,1d,3,ok,52.121543,42.182294,12.613532,39.430800,0.000000,0.112802,28.948374,22083010.24,4.748730e+11,,,55.8772,343.0383,359.9017,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_64_4_1d_3.log,2026-09-25T08:07:51.457215-05:00,16 por nodo,,,,,,
bcast_Wi-Fi_3072_16_4_world_3,bcast,Wi-Fi,3072,16,4,world,3,ok,,,,133.632874,,,,,,1814438071394838832,1,137.5093,1001.1322,1041.4522,resultados_optimizacion/20260925_074354/logs/bcast_Wi-Fi_3072_16_4_world_3.log,2026-09-25T08:08:47.342158-05:00,4 por nodo,,,,,,
matriz_Ethernet_3072_96_4_1d_3,matriz,Ethernet,3072,96,4,1d,3,ok,6.266375,6.067907,0.543998,5.598411,0.000000,0.160217,3.172311,22083010.24,4.748730e+11,,,9.272,755.6429,755.6313,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_96_4_1d_3.log,2026-09-25T08:11:04.887011-05:00,24 por nodo,,,,,,
bcast_Wi-Fi_3072_16_4_hier_3,bcast,Wi-Fi,3072,16,4,hier,3,ok,,,,29.791004,,,,,,1814438071394838832,1,34.5126,227.9932,239.6743,resultados_optimizacion/20260925_074354/logs/bcast_Wi-Fi_3072_16_4_hier_3.log,2026-09-25T08:11:14.165551-05:00,4 por nodo,,,,,,
matriz_Wi-Fi_3072_96_4_1d-hier_3,matriz,Wi-Fi,3072,96,4,1d-hier,3,ok,52.658762,45.811523,11.020813,41.326643,0.000000,0.155730,31.391598,22083010.24,4.748730e+11,,,57.6712,343.0835,360.4108,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_96_4_1d-hier_3.log,2026-09-25T08:11:48.743604-05:00,24 por nodo,,,,,,
matriz_Ethernet_3072_24_1_1d_3,matriz,Ethernet,3072,24,1,1d,3,ok,0.718621,0.251738,0.033504,0.244302,0.000000,0.462293,0.145539,22083010.24,4.748730e+11,,,1.907,0.0351,0.5717,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_24_1_1d_3.log,2026-09-25T08:12:46.591097-05:00,24 por nodo,,,,,,
matriz_Ethernet_3072_64_4_2d_3,matriz,Ethernet,3072,64,4,2d,3,ok,5.546243,1.106557,0.000000,0.000000,4.266734,0.085048,0.747675,22083010.24,4.748730e+11,,,8.433,678.1695,678.1009,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_64_4_2d_3.log,2026-09-25T08:12:48.611423-05:00,16 por nodo,,,,,,
bcast_Wi-Fi_3072_16_4_tuned-scatter_3,bcast,Wi-Fi,3072,16,4,tuned-scatter,3,ok,,,,134.956809,,,,,,1814438071394838832,1,138.4293,1006.3761,1041.5666,resultados_optimizacion/20260925_074354/logs/bcast_Wi-Fi_3072_16_4_tuned-scatter_3.log,2026-09-25T08:12:57.153678-05:00,4 por nodo,,,,,,
bcast_Ethernet_3072_16_4_tuned-scatter_3,bcast,Ethernet,3072,16,4,tuned-scatter,3,ok,,,,4.372026,,,,,,1814438071394838832,1,6.9977,1032.4482,1032.3902,resultados_optimizacion/20260925_074354/logs/bcast_Ethernet_3072_16_4_tuned-scatter_3.log,2026-09-25T08:15:15.649810-05:00,4 por nodo,,,,,,
bcast_Ethernet_3072_16_1_world_3,bcast,Ethernet,3072,16,1,world,3,ok,,,,0.115813,,,,,,1814438071394838832,1,1.1531,0.0123,0.0031,resultados_optimizacion/20260925_074354/logs/bcast_Ethernet_3072_16_1_world_3.log,2026-09-25T08:15:22.652856-05:00,16 por nodo,,,,,,
bcast_Ethernet_3072_16_4_hier_3,bcast,Ethernet,3072,16,4,hier,3,ok,,,,2.030414,,,,,,1814438071394838832,1,4.6583,238.9677,238.9416,resultados_optimizacion/20260925_074354/logs/bcast_Ethernet_3072_16_4_hier_3.log,2026-09-25T08:15:23.812063-05:00,4 por nodo,,,,,,
matriz_Wi-Fi_3072_24_1_1d-hier_3,matriz,Wi-Fi,3072,24,1,1d-hier,3,ok,0.673459,0.306957,0.027549,0.302477,0.000000,0.486205,0.168394,22083010.24,4.748730e+11,,,1.8926,0.0002,0.0035,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_24_1_1d-hier_3.log,2026-09-25T08:15:28.501156-05:00,24 por nodo,,,,,,
bcast_Wi-Fi_3072_16_4_tuned-knomial_3,bcast,Wi-Fi,3072,16,4,tuned-knomial,3,ok,,,,29.354085,,,,,,1814438071394838832,1,33.0689,228.5804,239.8327,resultados_optimizacion/20260925_074354/logs/bcast_Wi-Fi_3072_16_4_tuned-knomial_3.log,2026-09-25T08:15:30.428859-05:00,4 por nodo,,,,,,
matriz_Ethernet_3072_96_4_1d-hier_3,matriz,Ethernet,3072,96,4,1d-hier,3,ok,3.220495,2.772227,0.664168,2.499566,0.000000,0.180399,1.535231,22083010.24,4.748730e+11,,,6.4462,358.3191,358.2619,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_96_4_1d-hier_3.log,2026-09-25T08:16:03.517659-05:00,24 por nodo,,,,,,
matriz_Wi-Fi_3072_96_4_1d_3,matriz,Wi-Fi,3072,96,4,1d,3,ok,102.990948,97.790163,11.588939,90.003654,0.000000,0.160638,59.841959,22083010.24,4.748730e+11,,,107.8051,727.101,760.3276,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_96_4_1d_3.log,2026-09-25T08:17:41.999317-05:00,24 por nodo,,,,,,
matriz_Ethernet_3072_24_1_1d-hier_3,matriz,Ethernet,3072,24,1,1d-hier,3,ok,0.742694,0.243762,0.029715,0.240004,0.000000,0.539601,0.192165,22083010.24,4.748730e+11,,,1.941,0.0458,0.0157,resultados_optimizacion/20260925_074354/logs/matriz_Ethernet_3072_24_1_1d-hier_3.log,2026-09-25T08:19:29.859255-05:00,24 por nodo,,,,,,
bcast_Ethernet_3072_16_4_world_3,bcast,Ethernet,3072,16,4,world,3,ok,,,,4.003415,,,,,,1814438071394838832,1,6.5663,1032.8154,1032.4536,resultados_optimizacion/20260925_074354/logs/bcast_Ethernet_3072_16_4_world_3.log,2026-09-25T08:19:31.806117-05:00,4 por nodo,,,,,,
bcast_Ethernet_3072_16_1_hier_3,bcast,Ethernet,3072,16,1,hier,3,ok,,,,0.128914,,,,,,1814438071394838832,1,1.3013,0.11,0.0163,resultados_optimizacion/20260925_074354/logs/bcast_Ethernet_3072_16_1_hier_3.log,2026-09-25T08:19:38.378520-05:00,16 por nodo,,,,,,
matriz_Wi-Fi_3072_64_4_2d_3,matriz,Wi-Fi,3072,64,4,2d,3,ok,87.314378,15.496364,0.000000,0.000000,68.794664,0.077263,13.551490,22083010.24,4.748730e+11,,,91.4615,676.8545,688.4756,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_64_4_2d_3.log,2026-09-25T08:19:39.769795-05:00,16 por nodo,,,,,,
matriz_Wi-Fi_3072_96_4_1d-hier_4,matriz,Wi-Fi,3072,96,4,1d-hier,4,ok,51.478540,43.820852,10.443778,39.646351,0.000000,0.150660,31.069065,22083010.24,4.748730e+11,,,55.9353,342.9385,360.0333,resultados_optimizacion/20260925_074354/logs/matriz_Wi-Fi_3072_96_4_1d-hier_4.log,2026-09-25T08:21:11.241792-05:00,24 por nodo,,,,,,
